model,lnL,AIC,AICc,timing,tree.no,delta,w,group
OUMA,59.83635825,-107.6727165,-107.0811672,OUMA 13.7613420992999,60,10.8543784,0.002501451,birds
OUMV,60.1341404,-108.2682808,-107.6767315,OUMV 13.6826763413987,60,10.2588141,0.003369125,birds
OUMVA,60.09109589,-106.1821918,-105.3878655,OUMVA 13.6826718572776,60,12.5476801,0.001072744,birds
OUS,59.83594218,-109.6718844,-109.2523039,OUS 13.7006638852809,60,8.6832417,0.007407101,birds
SRC,62.05110612,-118.1022122,-117.9355456,SRC 518,60,0,0.569102206,birds
TRC,62.05889714,-116.1177943,-115.838074,TRC 520,60,2.0974716,0.19940227,birds
TS,59.15081979,-112.3016396,-112.1349729,TS 52,60,5.8005727,0.03130487,birds
BM,57.42101939,-108.8420388,-108.6765215,BM60,61,10.54901325,0.003867413,birds
BMS,59.00760813,-108.0152163,-107.5956358,BMS 16.6169451357396,61,11.62989895,0.00225273,birds
delta,57.9433069,-107.8866138,-107.608836,delta60,61,11.61669875,0.002267648,birds
DensDep,57.18246256,-110.3649251,-110.2827333,DensDep60,61,8.942801455,0.00863386,birds
EB,57.57523662,-107.1504732,-106.8726955,EB60,61,12.35283925,0.001569368,birds
fit_env,57.36874787,-108.7374957,-108.5719785,NA,61,7.060598104,0.017765976,birds
JN,59.49838502,-112.99677,-112.8312528,NA,61,6.394281962,0.030875144,birds
kappa,57.86749151,-107.734983,-107.4572052,kappa60,61,11.76832955,0.002102081,birds
lambda,57.42101927,-106.8420385,-106.5642608,lambda60,61,12.66127395,0.001345083,birds
NIG,62.695526,-119.391052,-119.2255348,NA,61,0,0.755282943,birds
OU,57.4210194,-106.8420388,-106.564261,OU60,61,12.66127375,0.001345083,birds
OUMA,58.50116617,-105.0023323,-104.4107831,OUMA 17.1495877167714,61,14.81475165,0.000458276,birds
OUMV,59.05122082,-106.1024416,-105.5108923,OUMV 16.6169260226877,61,13.71464245,0.000794352,birds
OUMVA,58.81347411,-103.6269482,-102.832622,OUMVA 17.4138783845182,61,16.39291275,0.000208178,birds
OUS,58.38442275,-106.7688455,-106.3492651,OUS 17.6463497115609,61,12.87626965,0.00120799,birds
SRC,60.89962161,-115.7992432,-115.6325766,SRC 630,61,3.592958155,0.125287784,birds
TRC,61.14289633,-114.2857927,-114.0060724,TRC 521,61,5.219462355,0.055554319,birds
TS,58.0074261,-110.0148522,-109.8481855,TS 611,61,9.377349255,0.00694775,birds
BM,57.33328274,-108.6665655,-108.5010482,BM61,62,13.0856424,0.000730601,birds
BMS,66.00313549,-122.006271,-121.5866906,BMS 0.978456200808004,62,0,0.507214248,birds
delta,58.22175229,-108.4435046,-108.1657268,delta61,62,13.4209638,0.000617826,birds
DensDep,56.02905383,-108.0581077,-107.9759159,DensDep61,62,13.6107747,0.000561887,birds
EB,60.21514022,-112.4302804,-112.1525027,EB61,62,9.4341879,0.004535066,birds
fit_env,56.01365651,-106.027313,-105.8617958,NA,62,14.25139482,0.0003981,birds
JN,55.27517694,-104.5503539,-104.3848366,NA,62,17.20185396,9.33E-05,birds
kappa,57.56340041,-107.1268008,-106.849023,kappa61,62,14.7376676,0.000319851,birds
lambda,57.3332827,-106.6665654,-106.3887876,lambda61,62,15.197903,0.000254102,birds
NIG,57.53506584,-109.0701317,-108.9046144,NA,62,12.68207617,0.000893951,birds
OU,57.33328274,-106.6665655,-106.3887877,OU61,62,15.1979029,0.000254102,birds
OUMA,57.22655578,-102.4531116,-101.8615623,OUMA 14.3422435852181,62,19.7251283,2.64E-05,birds
OUMV,57.71430079,-103.4286016,-102.8370523,OUMV 14.0658845433345,62,18.7496383,4.30E-05,birds
OUMVA,58.76358598,-103.527172,-102.7328457,OUMVA 13.5494578409238,62,18.8538449,4.08E-05,birds
OUS,57.1905202,-104.3810404,-103.96146,OUS 14.0706150175538,62,17.6252306,7.55E-05,birds
SRC,63.13992864,-120.2798573,-120.1131906,SRC 519,62,1.4735,0.242786752,birds
TRC,64.18820179,-120.3764036,-120.0966833,TRC 522,62,1.4900073,0.240791122,birds
TS,57.37516032,-108.7503206,-108.583654,TS 811,62,13.0030366,0.000761409,birds
BM,59.78316316,-113.5663263,-113.4008091,BM62,63,6.226162,0.023475982,birds
BMS,60.9069619,-111.8139238,-111.3943434,BMS 14.7235884915677,63,8.2326277,0.008608456,birds
delta,60.15878898,-112.317578,-112.0398002,delta62,63,7.5871709,0.011887333,birds
DensDep,59.46495436,-114.9299087,-114.8477169,DensDep62,63,4.7792542,0.048396706,birds
EB,61.04953321,-114.0990664,-113.8212886,EB62,63,5.8056825,0.028968748,birds
fit_env,59.68688773,-113.3737755,-113.2082582,NA,63,6.418712885,0.024038032,birds
JN,59.711091,-113.422182,-113.2566648,NA,63,6.370306337,0.02184355,birds
kappa,60.12070883,-112.2414177,-111.9636399,kappa62,63,7.6633312,0.011443172,birds
lambda,59.78316313,-111.5663263,-111.2885485,lambda62,63,8.3384226,0.008164925,birds
NIG,60.59069869,-115.1813974,-115.0158801,NA,63,4.611090958,0.052641952,birds
OU,59.78316316,-111.5663263,-111.2885485,OU62,63,8.3384226,0.008164925,birds
OUMA,60.5662341,-109.1324682,-108.5409189,OUMA 15.8730971761942,63,11.0860522,0.002066865,birds
OUMV,60.88815916,-109.7763183,-109.184769,OUMV 15.4528906624436,63,10.4422021,0.002851821,birds
OUMVA,60.93120619,-107.8624124,-107.0680861,OUMVA 14.4849062102582,63,12.558885,0.00098967,birds
OUS,60.52948249,-111.058965,-110.6393846,OUS 14.981941726359,63,8.9875865,0.005901848,birds
SRC,62.89681887,-119.7936377,-119.6269711,SRC 520,63,0,0.527980238,birds
TRC,62.94851361,-117.8970272,-117.6173069,TRC 523,63,2.0096642,0.193296785,birds
TS,60.39630567,-114.7926113,-114.6259447,TS 612,63,5.0010264,0.043317021,birds
BM,58.23269577,-110.4653915,-110.2998743,BM63,64,7.5003871,0.010533411,birds
BMS,59.87838349,-109.756767,-109.3371866,BMS 12.7875962815057,64,8.4630748,0.006509146,birds
delta,58.48616631,-108.9723326,-108.6945548,delta63,64,9.1057066,0.004720395,birds
DensDep,58.5659833,-113.1319666,-113.0497748,DensDep63,64,4.7504866,0.041658375,birds
EB,59.38114025,-110.7622805,-110.4845027,EB63,64,7.3157587,0.01155209,birds
fit_env,58.97008677,-111.9401735,-111.7746563,NA,64,6.025605093,0.029359705,birds
JN,60.64859911,-115.2971982,-115.131681,NA,64,2.66858042,0.11797297,birds
kappa,58.31060525,-108.6212105,-108.3434327,kappa63,64,9.4568287,0.003960346,birds
lambda,58.23269577,-108.4653915,-108.1876138,lambda63,64,9.6126476,0.003663511,birds
NIG,60.71216372,-115.4243274,-115.2588102,NA,64,2.541451209,0.125715339,birds
OU,58.23269577,-108.4653915,-108.1876138,OU63,64,9.6126476,0.003663511,birds
OUMA,58.96781935,-105.9356387,-105.3440894,OUMA 15.2287727443448,64,12.456172,0.000883963,birds
OUMV,59.54232468,-107.0846494,-106.4931001,OUMV 15.1833004175617,64,11.3071613,0.00157014,birds
OUMVA,60.98647988,-107.9729598,-107.1786335,OUMVA 12.7785191731301,64,10.6216279,0.002212077,birds
OUS,58.96041732,-107.9208346,-107.5012542,OUS 15.2449242823803,64,10.2990072,0.0025993,birds
SRC,61.98346405,-117.9669281,-117.8002614,SRC 521,64,0,0.447978724,birds
TRC,62.01029376,-116.0205875,-115.7408672,TRC 524,64,2.0593942,0.159979973,birds
TS,59.88289615,-113.7657923,-113.5991256,TS 613,64,4.2011358,0.054826729,birds
BM,57.65528654,-109.3105731,-109.1450558,BM64,65,12.1471238,0.000995639,birds
BMS,57.7085544,-105.4171088,-104.9975284,BMS 0.000188461801048589,65,16.2946512,0.000125163,birds
delta,56.46492377,-104.9298475,-104.6520698,delta64,65,16.6401098,0.000105308,birds
DensDep,56.39527768,-108.7905554,-108.7083636,DensDep64,65,12.583816,0.000800341,birds
EB,59.74257694,-111.4851539,-111.2073761,EB64,65,10.0848035,0.002792087,birds
fit_env,56.41283608,-106.8256722,-106.6601549,NA,65,14.63202469,0.000350895,birds
JN,56.65409819,-107.3081964,-107.1426791,NA,65,14.14950045,0.00036584,birds
kappa,57.51601402,-107.032028,-106.7542503,kappa64,65,14.5379293,0.000301262,birds
lambda,57.65528654,-107.3105731,-107.0327953,lambda64,65,14.2593843,0.000346282,birds
NIG,62.84542034,-119.6908407,-119.5253234,NA,65,1.76685617,0.178709755,birds
OU,57.65528654,-107.3105731,-107.0327953,OU64,65,14.2593843,0.000346282,birds
OUMA,56.7116776,-101.4233552,-100.8318059,OUMA 16.0860556042383,65,20.4603737,1.56E-05,birds
OUMV,57.84646105,-103.6929221,-103.1013728,OUMV 12.4087719188719,65,18.1908068,4.85E-05,birds
OUMVA,58.11724764,-102.2344953,-101.440169,OUMVA 12.4087718844394,65,19.8520106,2.11E-05,birds
OUS,56.69661289,-103.3932258,-102.9736454,OUS 16.159036001154,65,18.3185342,4.55E-05,birds
SRC,63.72942314,-121.4588463,-121.2921796,SRC 522,65,0,0.432330826,birds
TRC,64.66197131,-121.3239426,-121.0442223,TRC 525,65,0.2479573,0.381920491,birds
TS,57.34551738,-108.6910348,-108.5243681,TS 723,65,12.7678115,0.000729997,birds
BM,59.74362989,-113.4872598,-113.3217425,BM65,66,6.0495327,0.024090305,birds
BMS,60.91171787,-111.8234357,-111.4038553,BMS 13.7531977514956,66,7.9674199,0.009233756,birds
delta,60.2013777,-112.4027554,-112.1249776,delta65,66,7.2462976,0.013242443,birds
DensDep,59.73937643,-115.4787529,-115.3965611,DensDep65,66,3.9747141,0.067980355,birds
EB,61.12861249,-114.257225,-113.9794472,EB65,66,5.391828,0.033470412,birds
fit_env,60.0462838,-114.0925676,-113.9270504,NA,66,5.444224834,0.035945384,birds
JN,60.59564144,-115.1912829,-115.0257656,NA,66,4.345509555,0.056476298,birds
